blind_id,task,repeat,condition,round,source,brief_intent_alignment,clarity_information_hierarchy,visual_system_craft,expressiveness_distinctiveness,overall
TG08_I048,ab000008,1,R0,0,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000008/candidates/r0.png,88,85,87,87,88
TG08_I049,ab000008,1,MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000008/candidates/r4.png,68,67,65,69,67
TG08_I050,ab000008,0,MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000008/candidates/r1.png,45,50,59,57,52
TG08_I051,ab000008,2,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000008/candidates/r4.png,88,88,87,90,88
TG08_I052,ab000008,1,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000008/candidates/r1.png,89,85,88,87,89
TG08_I053,ab000008,1,SELF,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000008/candidates/r2.png,90,86,89,88,90
TG08_I054,ab000008,2,AXES,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000008/candidates/r1.png,88,87,87,89,88
TG08_I055,ab000008,1,MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000008/candidates/r5.png,65,63,62,75,64
TG08_I056,ab000008,0,FUSED,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000008/candidates/r2.png,43,49,57,56,50
TG08_I057,ab000008,0,MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000008/candidates/r5.png,44,50,58,57,51
TG08_I058,ab000008,2,MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000008/candidates/r5.png,68,66,65,70,67
TG08_I059,ab000008,0,SELF,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000008/candidates/r2.png,90,88,89,90,90
TG08_I060,ab000008,0,FUSED,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000008/candidates/r5.png,88,85,87,87,88
TG08_I061,ab000008,0,SELF,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000008/candidates/r5.png,71,59,68,73,70
TG08_I062,ab000008,1,MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000008/candidates/r3.png,90,87,89,89,90
TG08_I063,ab000008,2,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000008/candidates/r1.png,64,61,61,75,63
TG08_I064,ab000008,1,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000008/candidates/r3.png,89,85,88,87,89
TG08_I065,ab000008,2,CEN_MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000008/candidates/r2.png,90,86,89,88,90
TG08_I066,ab000008,1,CEN_MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000008/candidates/r5.png,88,87,87,89,88
TG08_I067,ab000008,2,SELF,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000008/candidates/r5.png,89,88,88,90,89
TG08_I068,ab000008,0,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000008/candidates/r3.png,69,66,66,72,68
TG08_I069,ab000008,2,FUSED,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000008/candidates/r4.png,70,67,67,73,69
TG08_I070,ab000008,1,AXES,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000008/candidates/r1.png,89,87,88,89,89
TG08_I071,ab000008,0,FUSED,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000008/candidates/r3.png,72,59,69,75,71
TG08_I072,ab000008,1,AXES,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000008/candidates/r3.png,88,85,87,87,88
TG08_I073,ab000008,0,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000008/candidates/r4.png,65,61,62,69,64
TG08_I074,ab000008,0,AXES,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000008/candidates/r1.png,66,62,63,70,65
TG08_I075,ab000008,2,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000008/candidates/r3.png,88,88,87,90,88
TG08_I076,ab000008,2,SELF,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000008/candidates/r1.png,89,85,88,87,89
TG08_I077,ab000008,2,MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000008/candidates/r4.png,69,65,66,73,68
TG08_I078,ab000008,2,CEN_MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000008/candidates/r5.png,70,66,67,74,69
TG09_I001,ab000009,1,MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000009/candidates/r3.png,92,91,89,86,89
TG09_I002,ab000009,2,MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000009/candidates/r1.png,92,91,89,86,89
TG09_I003,ab000009,1,SELF,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000009/candidates/r1.png,92,91,89,86,89
TG09_I004,ab000009,0,R0,0,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000009/candidates/r0.png,12,31,20,18,17
TG09_I005,ab000009,2,FUSED,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000009/candidates/r5.png,82,86,82,80,82
TG09_I006,ab000009,2,MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000009/candidates/r4.png,82,86,82,80,82
TG09_I007,ab000009,1,FUSED,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000009/candidates/r3.png,92,91,89,86,89
TG09_I008,ab000009,0,CEN_MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000009/candidates/r3.png,12,31,20,18,17
TG09_I009,ab000009,1,AXES,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000009/candidates/r3.png,92,91,89,86,89
TG09_I010,ab000009,1,AXES,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000009/candidates/r2.png,92,91,89,86,89
TG09_I011,ab000009,0,MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000009/candidates/r3.png,12,31,20,18,17
TG09_I012,ab000009,1,CEN_MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000009/candidates/r5.png,66,76,70,69,69
TG09_I013,ab000009,0,AXES,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000009/candidates/r2.png,12,31,20,18,17
TG09_I014,ab000009,2,AXES,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000009/candidates/r2.png,12,31,20,18,17
TG09_I015,ab000009,0,FUSED,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000009/candidates/r5.png,82,86,82,80,82
TG09_I016,ab000009,1,FUSED,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000009/candidates/r1.png,82,86,82,80,82
TG09_I017,ab000009,2,AXES,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000009/candidates/r5.png,92,91,89,86,89
TG09_I018,ab000009,2,CEN_MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000009/candidates/r3.png,82,86,82,80,82
TG09_I019,ab000009,2,SELF,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000009/candidates/r1.png,82,86,82,80,82
TG09_I020,ab000009,2,SELF,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000009/candidates/r5.png,82,86,82,80,82
TG09_I021,ab000009,1,MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000009/candidates/r2.png,92,91,89,86,89
TG09_I022,ab000009,2,FUSED,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000009/candidates/r4.png,82,86,82,80,82
TG09_I023,ab000009,2,CEN_MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000009/candidates/r4.png,82,86,82,80,82
TG09_I024,ab000009,2,FUSED,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000009/candidates/r3.png,82,86,82,80,82
TG09_I025,ab000009,1,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000009/candidates/r1.png,92,91,89,86,89
TG09_I026,ab000009,0,CEN_MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000009/candidates/r5.png,12,31,20,18,17
TG09_I027,ab000009,0,SELF,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000009/candidates/r5.png,12,31,20,18,17
TG09_I028,ab000009,0,SELF,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000009/candidates/r2.png,12,31,20,18,17
TG09_I029,ab000009,0,AXES,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000009/candidates/r5.png,12,31,20,18,17
TG09_I030,ab000009,1,MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000009/candidates/r4.png,92,91,89,86,89
TG09_I031,ab000009,2,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000009/candidates/r3.png,66,76,70,69,69
TG09_I032,ab000009,0,AXES,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000009/candidates/r4.png,12,31,20,18,17
TG09_I033,ab000009,1,MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000009/candidates/r1.png,12,31,20,18,17
TG09_I034,ab000009,1,FUSED,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000009/candidates/r2.png,92,91,89,86,89
TG09_I035,ab000009,2,R0,0,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000009/candidates/r0.png,66,76,70,69,69
TG09_I036,ab000009,2,AXES,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000009/candidates/r4.png,12,31,20,18,17
TG09_I037,ab000009,1,AXES,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000009/candidates/r4.png,92,91,89,86,89
TG09_I038,ab000009,2,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000009/candidates/r1.png,92,91,89,86,89
TG09_I039,ab000009,0,MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000009/candidates/r5.png,12,31,20,18,17
TG09_I040,ab000009,1,CEN_MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000009/candidates/r2.png,92,91,89,86,89
TG09_I041,ab000009,0,MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000009/candidates/r4.png,12,31,20,18,17
TG09_I042,ab000009,1,SELF,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000009/candidates/r2.png,92,91,89,86,89
TG09_I043,ab000009,2,CEN_MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000009/candidates/r5.png,92,91,89,86,89
TG09_I044,ab000009,1,MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000009/candidates/r5.png,82,86,82,80,82
TG09_I045,ab000009,0,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000009/candidates/r3.png,12,31,20,18,17
TG09_I046,ab000009,2,AXES,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000009/candidates/r1.png,92,91,89,86,89
TG09_I047,ab000009,2,FUSED,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000009/candidates/r2.png,82,86,82,80,82
TG09_I048,ab000009,0,CEN_MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000009/candidates/r2.png,12,31,20,18,17
TG09_I049,ab000009,2,MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000009/candidates/r3.png,12,31,20,18,17
TG09_I050,ab000009,2,MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000009/candidates/r2.png,82,86,82,80,82
TG09_I051,ab000009,2,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000009/candidates/r4.png,82,86,82,80,82
TG09_I052,ab000009,2,AXES,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000009/candidates/r3.png,12,31,20,18,17
TG09_I053,ab000009,2,MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000009/candidates/r5.png,92,91,89,86,89
TG09_I054,ab000009,1,AXES,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000009/candidates/r1.png,82,86,82,80,82
TG09_I055,ab000009,1,AXES,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000009/candidates/r5.png,82,86,82,80,82
TG09_I056,ab000009,1,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000009/candidates/r4.png,92,91,89,86,89
TG09_I057,ab000009,2,CEN_MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000009/candidates/r2.png,92,91,89,86,89
TG09_I058,ab000009,1,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000009/candidates/r3.png,82,86,82,80,82
TG09_I059,ab000009,0,AXES,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000009/candidates/r1.png,12,31,20,18,17
TG09_I060,ab000009,0,MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000009/candidates/r2.png,12,31,20,18,17
TG09_I061,ab000009,0,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000009/candidates/r4.png,12,31,20,18,17
TG09_I062,ab000009,0,FUSED,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000009/candidates/r4.png,12,31,20,18,17
TG09_I063,ab000009,1,CEN_MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000009/candidates/r3.png,92,91,89,86,89
TG09_I064,ab000009,0,MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000009/candidates/r1.png,12,31,20,18,17
TG09_I065,ab000009,1,SELF,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000009/candidates/r5.png,92,91,89,86,89
TG09_I066,ab000009,1,R0,0,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000009/candidates/r0.png,92,91,89,86,89
TG09_I067,ab000009,1,FUSED,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000009/candidates/r5.png,82,86,82,80,82
TG09_I068,ab000009,1,CEN_MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000009/candidates/r4.png,92,91,89,86,89
TG09_I069,ab000009,0,FUSED,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000009/candidates/r3.png,12,31,20,18,17
TG09_I070,ab000009,1,FUSED,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000009/candidates/r4.png,92,91,89,86,89
TG09_I071,ab000009,2,FUSED,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000009/candidates/r1.png,92,91,89,86,89
TG09_I072,ab000009,0,FUSED,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000009/candidates/r2.png,12,31,20,18,17
TG09_I073,ab000009,0,CEN_MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000009/candidates/r4.png,12,31,20,18,17
TG09_I074,ab000009,0,SELF,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000009/candidates/r1.png,92,91,89,86,89
TG09_I075,ab000009,0,FUSED,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000009/candidates/r1.png,12,31,20,18,17
TG09_I076,ab000009,2,SELF,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000009/candidates/r2.png,82,86,82,80,82
TG09_I077,ab000009,0,AXES,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000009/candidates/r3.png,12,31,20,18,17
TG09_I078,ab000009,0,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000009/candidates/r1.png,12,31,20,18,17
TG10_I001,ab000010,2,CEN_MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000010/candidates/r4.png,60,69,77,63,66
TG10_I002,ab000010,2,FUSED,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000010/candidates/r1.png,61,70,78,64,67
TG10_I003,ab000010,1,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000010/candidates/r3.png,90,87,90,89,91
TG10_I004,ab000010,1,CEN_MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000010/candidates/r2.png,63,72,80,66,69
TG10_I005,ab000010,0,FUSED,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000010/candidates/r2.png,64,73,81,67,70
TG10_I006,ab000010,2,AXES,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000010/candidates/r1.png,65,74,82,68,71
TG10_I007,ab000010,1,MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000010/candidates/r3.png,59,68,76,62,65
TG10_I008,ab000010,1,CEN_MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000010/candidates/r3.png,87,87,87,89,88
TG10_I009,ab000010,0,SELF,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000010/candidates/r5.png,61,70,78,64,67
TG10_I010,ab000010,0,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000010/candidates/r3.png,62,71,79,65,68
TG10_I011,ab000010,1,AXES,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000010/candidates/r4.png,42,54,58,46,47
TG10_I012,ab000010,2,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000010/candidates/r1.png,64,73,81,67,70
TG10_I013,ab000010,1,AXES,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000010/candidates/r1.png,65,74,82,68,71
TG10_I014,ab000010,0,MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000010/candidates/r5.png,89,88,89,90,90
TG10_I015,ab000010,0,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000010/candidates/r1.png,60,69,77,63,66
TG10_I016,ab000010,0,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000010/candidates/r4.png,61,70,78,64,67
TG10_I017,ab000010,0,FUSED,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000010/candidates/r5.png,72,74,75,74,73
TG10_I018,ab000010,1,FUSED,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000010/candidates/r2.png,41,54,57,46,47
TG10_I019,ab000010,0,AXES,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000010/candidates/r1.png,64,73,81,67,70
TG10_I020,ab000010,0,SELF,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000010/candidates/r1.png,65,74,82,68,71
TG10_I021,ab000010,2,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000010/candidates/r4.png,59,68,76,62,65
TG10_I022,ab000010,2,MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000010/candidates/r1.png,60,69,77,63,66
TG10_I023,ab000010,1,FUSED,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000010/candidates/r5.png,61,70,78,64,67
TG10_I024,ab000010,0,FUSED,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000010/candidates/r1.png,62,71,79,65,68
TG10_I025,ab000010,0,FUSED,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000010/candidates/r4.png,72,73,75,74,73
TG10_I026,ab000010,0,MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000010/candidates/r1.png,64,73,81,67,70
TG10_I027,ab000010,1,CEN_MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000010/candidates/r4.png,90,86,90,88,91
TG10_I028,ab000010,1,SELF,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000010/candidates/r5.png,87,87,87,89,88
TG10_I029,ab000010,2,SELF,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000010/candidates/r2.png,60,69,77,63,66
TG10_I030,ab000010,2,AXES,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000010/candidates/r2.png,61,70,78,64,67
TG10_I031,ab000010,2,CEN_MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000010/candidates/r2.png,62,71,79,65,68
TG10_I032,ab000010,2,FUSED,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000010/candidates/r2.png,63,72,80,66,69
TG10_I033,ab000010,1,R0,0,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000010/candidates/r0.png,40,55,56,47,48
TG10_I034,ab000010,0,CEN_MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000010/candidates/r5.png,65,74,82,68,71
TG10_I035,ab000010,2,MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000010/candidates/r4.png,59,68,76,62,65
TG10_I036,ab000010,2,MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000010/candidates/r3.png,60,69,77,63,66
TG10_I037,ab000010,2,SELF,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000010/candidates/r5.png,61,70,78,64,67
