blind_id,task,repeat,condition,round,source,brief_intent_alignment,clarity_information_hierarchy,visual_system_craft,expressiveness_distinctiveness,overall
TG09_I025,ab000009,1,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000009/candidates/r1.png,92,91,89,86,89
TG09_I026,ab000009,0,CEN_MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000009/candidates/r5.png,12,31,20,18,17
TG09_I027,ab000009,0,SELF,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000009/candidates/r5.png,12,31,20,18,17
TG09_I028,ab000009,0,SELF,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000009/candidates/r2.png,12,31,20,18,17
TG09_I029,ab000009,0,AXES,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000009/candidates/r5.png,12,31,20,18,17
TG09_I030,ab000009,1,MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000009/candidates/r4.png,92,91,89,86,89
TG09_I031,ab000009,2,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000009/candidates/r3.png,66,76,70,69,69
TG09_I032,ab000009,0,AXES,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000009/candidates/r4.png,12,31,20,18,17
TG09_I033,ab000009,1,MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000009/candidates/r1.png,12,31,20,18,17
TG09_I034,ab000009,1,FUSED,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000009/candidates/r2.png,92,91,89,86,89
TG09_I035,ab000009,2,R0,0,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000009/candidates/r0.png,66,76,70,69,69
TG09_I036,ab000009,2,AXES,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000009/candidates/r4.png,12,31,20,18,17
TG09_I037,ab000009,1,AXES,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000009/candidates/r4.png,92,91,89,86,89
TG09_I038,ab000009,2,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000009/candidates/r1.png,92,91,89,86,89
TG09_I039,ab000009,0,MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000009/candidates/r5.png,12,31,20,18,17
TG09_I040,ab000009,1,CEN_MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000009/candidates/r2.png,92,91,89,86,89
TG09_I041,ab000009,0,MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000009/candidates/r4.png,12,31,20,18,17
TG09_I042,ab000009,1,SELF,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000009/candidates/r2.png,92,91,89,86,89
TG09_I043,ab000009,2,CEN_MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000009/candidates/r5.png,92,91,89,86,89
TG09_I044,ab000009,1,MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000009/candidates/r5.png,82,86,82,80,82
TG09_I045,ab000009,0,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000009/candidates/r3.png,12,31,20,18,17
TG09_I046,ab000009,2,AXES,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000009/candidates/r1.png,92,91,89,86,89
TG09_I047,ab000009,2,FUSED,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000009/candidates/r2.png,82,86,82,80,82
TG09_I048,ab000009,0,CEN_MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000009/candidates/r2.png,12,31,20,18,17
TG09_I049,ab000009,2,MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000009/candidates/r3.png,12,31,20,18,17
TG09_I050,ab000009,2,MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000009/candidates/r2.png,82,86,82,80,82
TG09_I051,ab000009,2,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000009/candidates/r4.png,82,86,82,80,82
TG09_I052,ab000009,2,AXES,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000009/candidates/r3.png,12,31,20,18,17
TG09_I053,ab000009,2,MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000009/candidates/r5.png,92,91,89,86,89
TG09_I054,ab000009,1,AXES,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000009/candidates/r1.png,82,86,82,80,82
TG09_I055,ab000009,1,AXES,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000009/candidates/r5.png,82,86,82,80,82
TG09_I056,ab000009,1,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000009/candidates/r4.png,92,91,89,86,89
TG09_I057,ab000009,2,CEN_MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000009/candidates/r2.png,92,91,89,86,89
TG09_I058,ab000009,1,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000009/candidates/r3.png,82,86,82,80,82
TG09_I059,ab000009,0,AXES,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000009/candidates/r1.png,12,31,20,18,17
TG09_I060,ab000009,0,MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000009/candidates/r2.png,12,31,20,18,17
TG09_I061,ab000009,0,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000009/candidates/r4.png,12,31,20,18,17
TG09_I062,ab000009,0,FUSED,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000009/candidates/r4.png,12,31,20,18,17
TG09_I063,ab000009,1,CEN_MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000009/candidates/r3.png,92,91,89,86,89
TG09_I064,ab000009,0,MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000009/candidates/r1.png,12,31,20,18,17
TG09_I065,ab000009,1,SELF,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000009/candidates/r5.png,92,91,89,86,89
TG09_I066,ab000009,1,R0,0,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000009/candidates/r0.png,92,91,89,86,89
TG09_I067,ab000009,1,FUSED,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000009/candidates/r5.png,82,86,82,80,82
TG09_I068,ab000009,1,CEN_MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000009/candidates/r4.png,92,91,89,86,89
TG09_I069,ab000009,0,FUSED,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000009/candidates/r3.png,12,31,20,18,17
TG09_I070,ab000009,1,FUSED,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000009/candidates/r4.png,92,91,89,86,89
TG09_I071,ab000009,2,FUSED,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000009/candidates/r1.png,92,91,89,86,89
TG09_I072,ab000009,0,FUSED,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000009/candidates/r2.png,12,31,20,18,17
TG09_I073,ab000009,0,CEN_MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000009/candidates/r4.png,12,31,20,18,17
TG09_I074,ab000009,0,SELF,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000009/candidates/r1.png,92,91,89,86,89
TG09_I075,ab000009,0,FUSED,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000009/candidates/r1.png,12,31,20,18,17
TG09_I076,ab000009,2,SELF,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000009/candidates/r2.png,82,86,82,80,82
TG09_I077,ab000009,0,AXES,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000009/candidates/r3.png,12,31,20,18,17
TG09_I078,ab000009,0,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000009/candidates/r1.png,12,31,20,18,17
TG10_I001,ab000010,2,CEN_MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000010/candidates/r4.png,46,73,73,58,59
TG10_I002,ab000010,2,FUSED,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000010/candidates/r1.png,49,76,76,61,62
TG10_I003,ab000010,1,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000010/candidates/r3.png,80,85,82,76,80
TG10_I004,ab000010,1,CEN_MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000010/candidates/r2.png,21,49,52,33,35
TG10_I005,ab000010,0,FUSED,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000010/candidates/r2.png,48,75,75,60,61
TG10_I006,ab000010,2,AXES,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000010/candidates/r1.png,51,78,78,63,64
TG10_I007,ab000010,1,MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000010/candidates/r3.png,22,50,53,34,36
TG10_I008,ab000010,1,CEN_MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000010/candidates/r3.png,68,74,71,67,69
TG10_I009,ab000010,0,SELF,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000010/candidates/r5.png,47,74,74,59,60
TG10_I010,ab000010,0,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000010/candidates/r3.png,50,77,77,62,63
TG10_I011,ab000010,1,AXES,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000010/candidates/r4.png,24,52,55,36,38
TG10_I012,ab000010,2,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000010/candidates/r1.png,45,72,72,57,58
TG10_I013,ab000010,1,AXES,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000010/candidates/r1.png,49,76,76,61,62
TG10_I014,ab000010,0,MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000010/candidates/r5.png,51,78,78,63,64
TG10_I015,ab000010,0,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000010/candidates/r1.png,47,74,74,59,60
TG10_I016,ab000010,0,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000010/candidates/r4.png,50,77,77,62,63
TG10_I017,ab000010,0,FUSED,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000010/candidates/r5.png,51,72,67,67,60
TG10_I018,ab000010,1,FUSED,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000010/candidates/r2.png,24,52,55,36,38
TG10_I019,ab000010,0,AXES,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000010/candidates/r1.png,51,78,78,63,64
TG10_I020,ab000010,0,SELF,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000010/candidates/r1.png,47,74,74,59,60
TG10_I021,ab000010,2,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000010/candidates/r4.png,49,76,76,61,62
TG10_I022,ab000010,2,MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000010/candidates/r1.png,45,72,72,57,58
TG10_I023,ab000010,1,FUSED,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000010/candidates/r5.png,26,54,57,38,40
TG10_I024,ab000010,0,FUSED,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000010/candidates/r1.png,48,75,75,60,61
TG10_I025,ab000010,0,FUSED,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000010/candidates/r4.png,51,72,67,67,60
TG10_I026,ab000010,0,MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000010/candidates/r1.png,51,78,78,63,64
TG10_I027,ab000010,1,CEN_MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000010/candidates/r4.png,66,72,69,65,67
TG10_I028,ab000010,1,SELF,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000010/candidates/r5.png,79,84,81,75,79
TG10_I029,ab000010,2,SELF,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000010/candidates/r2.png,48,75,75,60,61
TG10_I030,ab000010,2,AXES,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000010/candidates/r2.png,50,77,77,62,63
TG10_I031,ab000010,2,CEN_MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000010/candidates/r2.png,45,72,72,57,58
TG10_I032,ab000010,2,FUSED,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000010/candidates/r2.png,49,76,76,61,62
TG10_I033,ab000010,1,R0,0,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000010/candidates/r0.png,47,74,74,59,60
TG10_I034,ab000010,0,CEN_MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000010/candidates/r5.png,51,78,78,63,64
TG10_I035,ab000010,2,MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000010/candidates/r4.png,48,75,75,60,61
TG10_I036,ab000010,2,MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000010/candidates/r3.png,46,73,73,58,59
TG10_I037,ab000010,2,SELF,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000010/candidates/r5.png,21,50,60,45,39
TG10_I038,ab000010,2,CEN_MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000010/candidates/r3.png,47,74,74,59,60
TG10_I039,ab000010,2,AXES,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000010/candidates/r5.png,49,76,76,61,62
TG10_I040,ab000010,1,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000010/candidates/r4.png,75,80,77,71,75
TG10_I041,ab000010,2,FUSED,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000010/candidates/r5.png,70,76,73,69,71
TG10_I042,ab000010,1,FUSED,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000010/candidates/r3.png,24,52,55,36,38
TG10_I043,ab000010,0,MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000010/candidates/r4.png,46,73,73,58,59
TG10_I044,ab000010,2,MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000010/candidates/r2.png,50,77,77,62,63
TG10_I045,ab000010,0,MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000010/candidates/r3.png,47,74,74,59,60
TG10_I046,ab000010,1,AXES,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000010/candidates/r2.png,20,49,59,44,38
TG10_I047,ab000010,1,SELF,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000010/candidates/r1.png,78,83,80,74,78
TG10_I048,ab000010,0,SELF,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000010/candidates/r2.png,45,72,72,57,58
TG10_I049,ab000010,2,FUSED,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000010/candidates/r4.png,69,75,72,68,70
TG10_I050,ab000010,0,CEN_MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000010/candidates/r3.png,46,73,73,58,59
TG10_I051,ab000010,2,R0,0,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000010/candidates/r0.png,51,78,78,63,64
TG10_I052,ab000010,1,CEN_MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000010/candidates/r5.png,67,73,70,66,68
TG10_I053,ab000010,2,AXES,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000010/candidates/r4.png,47,74,74,59,60
TG10_I054,ab000010,2,AXES,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000010/candidates/r3.png,21,50,60,45,39
TG10_I055,ab000010,1,SELF,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000010/candidates/r2.png,75,80,77,71,75
TG10_I056,ab000010,2,MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000010/candidates/r5.png,49,76,76,61,62
TG10_I057,ab000010,1,FUSED,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000010/candidates/r4.png,48,75,75,60,61
TG10_I058,ab000010,1,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000010/candidates/r1.png,51,78,78,63,64
TG10_I059,ab000010,1,MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000010/candidates/r2.png,76,81,78,72,76
TG10_I060,ab000010,0,FUSED,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000010/candidates/r3.png,49,76,76,61,62
TG10_I061,ab000010,0,CEN_MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000010/candidates/r4.png,47,74,74,59,60
TG10_I062,ab000010,1,MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000010/candidates/r4.png,26,54,57,38,40
TG10_I063,ab000010,1,FUSED,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000010/candidates/r1.png,21,49,52,33,35
TG10_I064,ab000010,2,FUSED,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000010/candidates/r3.png,48,75,75,60,61
TG10_I065,ab000010,0,CEN_MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000010/candidates/r2.png,51,78,78,63,64
TG10_I066,ab000010,2,CEN_MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000010/candidates/r5.png,22,50,53,34,36
TG10_I067,ab000010,1,AXES,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000010/candidates/r5.png,49,76,76,61,62
TG10_I068,ab000010,0,R0,0,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000010/candidates/r0.png,23,51,54,35,37
TG10_I069,ab000010,2,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000010/candidates/r3.png,50,77,77,62,63
TG10_I070,ab000010,0,MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000010/candidates/r2.png,48,75,75,60,61
TG10_I071,ab000010,2,SELF,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000010/candidates/r1.png,45,72,72,57,58
TG10_I072,ab000010,0,AXES,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000010/candidates/r5.png,70,76,73,69,71
TG10_I073,ab000010,0,AXES,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000010/candidates/r2.png,47,74,74,59,60
TG10_I074,ab000010,1,MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000010/candidates/r1.png,49,76,76,61,62
TG10_I075,ab000010,1,AXES,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000010/candidates/r3.png,46,73,73,58,59
TG10_I076,ab000010,1,MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000010/candidates/r5.png,69,75,72,68,70
TG10_I077,ab000010,0,AXES,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000010/candidates/r3.png,48,75,75,60,61
TG10_I078,ab000010,0,AXES,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000010/candidates/r4.png,93,88,90,94,92
TG11_I001,ab000011,2,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000011/candidates/r4.png,78,77,80,75,79
TG11_I002,ab000011,0,SELF,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000011/candidates/r5.png,41,54,62,51,47
TG11_I003,ab000011,1,CEN_MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000011/candidates/r2.png,89,87,89,85,89
TG11_I004,ab000011,0,MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000011/candidates/r4.png,43,56,64,53,49
TG11_I005,ab000011,0,AXES,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000011/candidates/r3.png,44,57,65,54,50
TG11_I006,ab000011,0,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000011/candidates/r3.png,45,52,66,49,51
TG11_I007,ab000011,1,R0,0,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000011/candidates/r0.png,62,68,71,65,67
TG11_I008,ab000011,2,MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000011/candidates/r2.png,79,78,81,76,80
TG11_I009,ab000011,0,R0,0,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000011/candidates/r0.png,41,55,62,52,47
TG11_I010,ab000011,0,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000011/candidates/r1.png,42,56,63,53,48
TG11_I011,ab000011,0,SELF,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000011/candidates/r1.png,43,57,64,54,49
TG11_I012,ab000011,1,CEN_MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000011/candidates/r4.png,88,86,88,82,88
TG11_I013,ab000011,1,FUSED,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000011/candidates/r4.png,45,53,66,50,51
TG11_I014,ab000011,2,R0,0,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000011/candidates/r0.png,79,78,81,76,80
